Sr No.,Text,Emotion,StartTime,EndTime
6197,Yeah.,neutral,"00:00:37,037","00:00:38,996"
6198,"This is completely normal, around the fourth month your hormones start going crazy.",neutral,"00:00:37,037","00:00:41,665"
6199,Really?! So this has happened to you?,surprise,"0:00:41,833","0:00:43,502"
6200,Oh absolutely yeah!,neutral,"0:00:43,502","0:00:45,115"
6201,"Oh and keep in mind, now, I was carrying triplets so in, y’know, medical terms I was-I was thrice as randy.",neutral,"00:00:45,211","00:00:52,217"
6202,"Wow! This explains so much! Last weekend, I went from store to store sitting on Santa’s lap.",joy,"00:00:52,385","00:01:00,184"
6203,"Yeah. Yeah, I remember trying to steal a cardboard cutout of Evander Holyfield from a",neutral,"00:01:01,603","00:01:06,398"
6204,Ugh!,disgust,"0:12:01,011","0:12:02,430"
6205,I don’t know what I’m going to do!,fear,"0:12:02,430","0:12:02,576"
6206,I called the company that sent and th-they don’t care!,anger,"00:12:02,680","00:12:05,181"
6207,"Then I called 9-1-1 and they laughed at me, if this isn’t an emergency, then what is?",anger,"00:12:05,349","00:12:09,519"
6208,Hey guys!,joy,"0:12:11,564","0:12:12,274"
6209,Hey!,joy,"0:12:12,274","0:12:13,442"
6210,Hey,neutral,"0:12:13,442","0:12:13,934"
6211,"I just wanted to thank you again for last night, what a great party!",joy,"00:12:15,151","00:12:17,902"
6212,And the guys from work had a blast.,joy,"00:12:18,070","00:12:19,821"
6213,"Y’know, one of them had never been to a bachelor party before.",joy,"00:12:19,989","00:12:23,074"
6214,Yeah!,joy,"0:12:23,242","0:12:23,576"
6215,"And-and another one had never been to a party before, so",surprise,"0:12:23,576","0:12:27,351"
6216,"So uh, hey, that uh, that wedding ring, huh? Man, that’s nice!",joy,"00:12:29,039","00:12:35,211"
6217,"Yeah, right!",joy,"00:12:33,043","00:12:35,211"
6218,"I was uh, I was thinking I might want to pick one of those babies up for myself, I might want to get one of those",neutral,"00:12:35,379","00:12:41,760"
6219,"That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her.",surprise,"00:12:42,303","00:12:50,560"
6220,"So you might say, the ring is irreplaceable?",surprise,"00:12:53,147","00:12:57,108"
6221,"Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.",joy,"00:12:58,027","00:13:05,366"
6222,"So you might say, it’s a magic ring.",joy,"00:13:05,534","00:13:09,245"
6223,OH MY GOD!! I didn’t really believe it until you just said it!!,surprise,"00:13:32,144","00:13:36,898"
6224,Well obviously only one of us can keep dating her.,neutral,"00:10:45,561","00:10:48,605"
6225,"Obviously! So, how do we decide?",neutral,"00:10:48,814","00:10:52,484"
6226,"Well now let’s-let’s look at this objectively, I think I should date her",neutral,"00:10:52,693","00:10:58,740"
6227,Uh-huh. Uh-huh.,neutral,"00:11:00,534","00:11:02,035"
6228,"That’s interesting, but check this out. I date her",joy,"00:11:06,123","00:11:10,585"
6229,Yeah-yeah I like that but just to go in another direction,neutral,"00:11:11,003","00:11:13,505"
6230,"Okay, okay. This can go on for a while.",neutral,"00:11:13,756","00:11:16,132"
6231,Yeah well we should order some food then.,neutral,"00:11:16,342","00:11:19,427"
6232,"No Joey! Look why don’t, why don’t we just let her decide? Okay? Hey-hey, we’ll",neutral,"00:11:20,971","00:11:30,438"
6233,That sounds fair.,neutral,"00:11:31,524","00:11:33,817"
6234,Maybe I’ll take her to that new French restaurant down the street,neutral,"00:11:34,151","00:11:37,862"
6235,Ah yeah—wait a second now!,anger,"0:11:38,072","0:11:39,634"
6236,Look we’re gonna have to set a spending limit on the date.,neutral,"0:11:39,634","0:11:41,593"
6237,I don’t have the money to take her to a fancy place like that.,anger,"00:11:41,701","00:11:44,577"
6238,"Well sorry, that’s what I do on dates.",neutral,"00:11:44,787","00:11:48,665"
6239,"All right, well I guess I’ll just have to do what I do on dates.",neutral,"00:11:48,874","00:11:53,461"
6240,So let’s decide on the spending limit,neutral,"00:11:59,093","00:12:02,595"
6241,"Yeah. Uh, …a slice……six dollars?",neutral,"00:12:03,180","00:12:09,060"
6242,I was thinking more like a hundred.,neutral,"00:12:13,941","00:12:17,193"
6243,Okay. Can I borrow 94 dollars?,neutral,"00:12:17,445","00:12:20,196"
6244,"Hi, again.",neutral,"00:10:54,945","00:10:56,237"
6245,Hey!,neutral,"0:10:56,947","0:11:03,663"
6246,Hey!,neutral,"0:11:03,663","0:11:03,971"
6247,"Thank you soo, much.",joy,"00:11:04,288","00:11:05,622"
6248,"Oh, don’t thank me, thank the jerk that never showed up. Okay, I gotta get to get to work.",anger,"00:11:05,873","00:11:11,670"
6249,You want some help with that?,neutral,"0:11:12,755","0:11:14,007"
6250,"Oh, no thanks, I got it.  No I don’t!",neutral,"0:11:14,007","0:11:15,326"
6251,Whoa! Are you okay?,surprise,"00:11:15,524","00:11:21,221"
6252,"Whew! Stood up to fast, got a little head rush.",surprise,"00:11:21,389","00:11:23,932"
6253,It’s the heat.  And-and the humidity.,neutral,"00:11:24,850","00:11:31,272"
6254,"That’s a uh, that’s a tough combination.",neutral,"00:11:33,776","00:11:36,528"
6255,Do you wanna come in for some lemonade?,neutral,"00:11:41,534","00:11:43,785"
6256,Like you wouldn’t believe.  Wow! This is a great place.,surprise,"00:11:44,453","00:11:54,879"
6257,What do you mean?,neutral,"00:14:41,964","00:14:48,761"
6258,Remember how you said you were really dense about poetry? Oh.,neutral,"00:16:02,753","00:16:05,463"
6259,Oh!,surprise,"0:01:42,560","0:01:43,937"
6260,"Hey, somebody left their keys.",neutral,"0:01:43,937","0:01:44,081"
6261,"Ooohh, to a Porsche!",surprise,"00:01:44,562","00:01:47,606"
6265,"Hey Gunther, these yours?",neutral,"00:01:47,982","00:01:50,609"
6266,"Yeah, that’s what I drive. I make four bucks an hour, I saved up for 350 years!",disgust,"00:01:47,982","00:01:55,614"
6267,Na-uh!  Hey did anybody lose their keys?,neutral,"00:02:01,746","00:02:03,497"
6268,"Joey, why don’t you put them in the lost and found?",neutral,"00:02:03,665","00:02:05,499"
6269,There’s a lost and found?  My shoe!,surprise,"00:02:05,667","00:02:10,254"
6270,You left a shoe here?!,surprise,"00:02:11,673","00:02:13,423"
6271,"Well, I didn’t realize until I got home.",neutral,"00:02:13,591","00:02:15,425"
6272,I wasn’t gonna walk all the way back down here with one shoe!,neutral,"00:02:15,593","00:02:18,595"
6274,I’m gonna go find that guy’s car and leave a note on the windshield.,neutral,"00:02:19,222","00:02:22,891"
6275,"Oh good, when he comes back for his keys, I’ll be sure to give him your shoe.",neutral,"00:02:23,059","00:02:26,728"
6276,Great! Thanks.,joy,"00:02:26,896","00:02:28,355"
6277,"Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep.",neutral,"00:07:38,040","00:07:43,753"
6278,"Carol, we've been through this before, ok?",joy,"0:07:43,921","0:07:46,424"
6279,We have a good time.,joy,"0:07:46,424","0:07:47,453"
6280,"We laugh, we play.",joy,"0:07:47,550","0:07:48,852"
6281,It's like we're father and son.,joy,"0:07:48,852","0:07:50,900"
6282,"Honey, relax. Ross is great with him.  Don't look so surprised. I'm a lovely person.",joy,"00:07:52,680","00:07:59,853"
6283,"Oh, this is so cute.",joy,"00:08:01,314","00:08:03,732"
6284,"Oh, I got that for him.",neutral,"00:08:03,900","00:08:05,525"
6285,My mommies love me. That's clever.,joy,"00:08:05,693","00:08:12,407"
6286,Hello?,neutral,"00:08:14,118","00:08:15,243"
6287,"Oh, Hi, Ju——Hi, Jew!",neutral,"00:08:15,411","00:08:19,998"
6288,Uh huh?,neutral,"00:08:21,667","00:08:23,335"
6289,Uh huh?,neutral,"00:08:23,544","00:08:26,213"
6290,"Ok.  Um, sure, that'd be great.",neutral,"00:08:23,544","00:08:29,382"
6291,See ya then.,neutral,"0:08:26,380","0:08:27,732"
6292,Bye.,neutral,"0:08:27,732","0:08:29,432"
6293,"Did you just say Hi, Jew?",surprise,"00:08:29,550","00:08:31,801"
6294,"Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith.",neutral,"00:08:35,348","00:08:47,692"
6295,Now there you go! I wouldn’t want my best guest to strain her eyes!,joy,"00:11:35,111","00:11:38,071"
6296,Thanks Monica!,joy,"00:11:38,239","00:11:40,865"
6297,Does that smell bother you?,disgust,"00:11:41,033","00:11:43,702"
6298,"What the smell from Joey’s? No, I can hardly smell it over here.",surprise,"00:11:43,869","00:11:45,745"
6299,"Well you let me know if you can, because y’know I can bake a pie to cover it.",neutral,"00:11:46,706","00:11:50,917"
6300,"I can smell it a little, bake the pie.",joy,"0:11:52,211","0:11:53,963"
6301,Okay!,joy,"0:11:53,963","0:11:54,355"
6302,Okay.,neutral,"0:11:54,355","0:11:55,031"
6303,"Hello?  Oh yes, one minute please.  It’s for you. It’s the fire inspector.",neutral,"00:11:59,218","00:12:03,471"
6304,Oh!  Hello?  Yeah this is Phoebe.  Really?!,surprise,"00:11:59,218","00:12:07,642"
6305,"Yeah, so it turns out that it wasn’t the hair straightener that started the fire.",neutral,"00:12:12,982","00:12:14,899"
6306,"No-no, it was the candles.",neutral,"00:12:15,067","00:12:17,402"
6307,It’s very not good leaving candles unattended.,neutral,"00:12:17,570","00:12:21,072"
6308,"In fact, one of the first things they teach you in fire school is…  Uhh… Uhh… Okay.",neutral,"00:12:21,240","00:12:32,417"
6309,"Well, I have to go now.",neutral,"00:12:30,207","00:12:32,417"
6310,Joey proposed to me.,surprise,"00:14:35,499","00:14:37,375"
6311,Is he crazy?! You just had Ross’s baby!,surprise,"0:14:37,585","0:14:40,463"
6312,"Well, I-I said yes.",fear,"0:14:40,463","0:14:42,029"
6313,What?!,surprise,"0:14:42,172","0:14:42,554"
6314,Are you crazy?,anger,"0:14:42,554","0:14:43,106"
6315,You just had Ross’s baby!,anger,"0:14:43,106","0:14:45,008"
6316,It’s-it’s so  inappropriate.,anger,"0:14:46,468","0:14:48,070"
6317,"No, it’s worse than that.",disgust,"0:14:48,070","0:14:49,082"
6318,It’s wrong.,disgust,"0:14:49,082","0:14:50,332"
6319,It’s… It is bigger than  mine!,surprise,"00:14:50,764","00:14:53,182"
6320,I know.,neutral,"00:14:53,642","00:14:57,729"
6321,You can’t marry him!,sadness,"00:14:57,897","00:15:00,273"
6322,Why not? I don’t want to do this alone! And he’s such a sweet  guy and he loves me so much.,sadness,"00:15:00,441","00:15:05,612"
6323,Well do you love him?,neutral,"00:15:05,821","00:15:07,071"
6324,Sure.,neutral,"0:15:08,574","0:15:09,242"
6325,Sure?,neutral,"0:15:09,242","0:15:09,722"
6326,"Yeah, I mean whatever.",neutral,"00:15:11,452","00:15:15,538"
6327,"Honey, the question is…do you really want to marry Joey?",sadness,"00:15:15,748","00:15:20,376"
6328,"No. No, I don’t. Could you be a dear and go tell him?",sadness,"00:15:22,254","00:15:32,055"
6329,So-so you two were married huh? What happened? You just drift apart?,neutral,"00:07:49,886","00:07:56,391"
6330,Here comes the bride.,joy,"00:07:58,102","00:08:00,700"
6331,Oh my God Monica!,surprise,"00:08:02,982","00:08:06,443"
6332,I wanna wear this everyday.,joy,"00:08:06,861","00:08:09,446"
6333,You look so beautiful.,joy,"00:08:09,655","00:08:11,698"
6334,I’m so happy for me.,joy,"00:08:12,992","00:08:14,784"
6335,Hello?,neutral,"0:08:18,831","0:08:19,624"
6336,Hey! Did Chandler show up yet?,fear,"0:08:19,624","0:08:21,926"
6337,"Yeah, we got him back. Everything’s fine.",neutral,"0:08:22,084","0:08:23,544"
6338,Damnit!,anger,"0:08:23,544","0:08:25,656"
6343,"I will be! Listen, I don’t want you teaching my son that stuff anymore. Okay?",anger,"00:11:58,592","00:12:06,182"
6344,Fine.,neutral,"00:15:05,696","00:15:08,156"
6345,"Fine, but I’ll have you know that once I taught him that stuff he called me Fun Aunt Rachel.",anger,"00:17:44,104","00:17:49,859"
6346,And I loved being Fun Aunt Rachel but I’ll go back to being Boring and Uncomfortable Aunt Rachel if that’s what you want!,anger,"00:17:50,027","00:17:54,238"
6347,"No that’s not what I want. Uh, I’m glad you guys were bonding but I",neutral,"00:17:54,406","00:17:56,741"
6348,"Look he doesn’t have any brothers or sisters, somebody’s gonna have to teach him this stuff!",sadness,"00:17:56,950","00:18:01,621"
6349,And I haven’t taught him anything that a normal 6-year-old doesn’t know anyway!,neutral,"00:18:01,872","00:18:05,625"
6350,Crap!!,anger,"0:18:05,876","0:18:06,298"
6351,I gotta go!,neutral,"0:18:06,298","0:18:07,968"
6352,Look at that! Look at that! They’re going into the first class lounge! Do you know what they have in there?,surprise,"00:08:13,409","00:08:18,955"
6353,No.,neutral,"00:08:16,746","00:08:18,955"
6354,Me neither! We have to get in!,surprise,"00:08:19,207","00:08:21,750"
6355,Just act like you belong.,neutral,"0:08:23,419","0:08:25,130"
6356,Oh my God! Oranges!,surprise,"0:08:25,130","0:08:26,319"
6357,Shh!  Nice to see you again.,neutral,"00:08:26,464","00:08:34,179"
6358,"Uh sir, may I see your tickets please?",neutral,"00:08:29,091","00:08:34,179"
6359,"Yes, of course.",neutral,"00:08:34,430","00:08:36,056"
6360,"I’m sorry, would you move your thumb? I can’t see the seat number.",neutral,"00:08:37,266","00:08:39,768"
6361,"Oh that’s all right, I have it memorized. It’s 1A.",neutral,"00:08:39,977","00:08:43,813"
6366,Okay!,joy,"0:12:16,360","0:12:17,072"
6367,Y’know what?,neutral,"0:12:17,072","0:12:17,449"
6368,I realized it was stupid to get upset about not having a husband and kids.,joy,"00:12:17,570","00:12:20,321"
6369,All I really needed was a plan.,neutral,"00:12:20,573","00:12:22,824"
6370,See I wanna have three kids,neutral,"00:12:23,325","00:12:25,034"
6371,"Oh let me guess, and you wanna have them all at the same time and you wanna have them for your brother.",joy,"00:12:25,327","00:12:30,331"
6372,As I was saying… I should probably have the first of the three kids by the time I’m 35 which gives me five years.,neutral,"00:12:32,168","00:12:39,966"
6375,You spent a hundred dollars. That’s the limit. You’re screwed!,joy,"00:14:09,181","00:14:13,643"
6376,"Uh actually, I sent the flowers before the actual date. So technically,",anger,"00:14:14,478","00:14:19,482"
6377,Oh-oh! So that’s the way it’s gonna be huh? Yeah I can break the rules too y’know!,anger,"00:14:24,238","00:14:27,657"
6378,Oh yeah? What are you gonna do?,anger,"0:14:27,867","0:14:28,952"
6379,I don’t know.,neutral,"0:14:28,952","0:14:30,484"
6380,Why am I not surprised?,disgust,"0:14:30,661","0:14:31,829"
6381,Y’know what Ross? I’m not gonna let you get away with this!,anger,"0:14:31,829","0:14:33,719"
6382,I don’t think you have much choice.,neutral,"0:14:33,873","0:14:34,845"
6383,Well we’ll see!,anger,"0:14:34,845","0:14:35,602"
6384,Bye-bye!,neutral,"00:14:35,708","00:14:37,041"
6385,Yeah bye-bye!  Hey! So just a light layer?,neutral,"00:14:35,708","00:14:41,963"
6386,Yes. Yes. Just here  and there .,neutral,"00:14:42,172","00:14:44,841"
6387,Dad?,neutral,"0:05:57,106","0:05:57,628"
6388,I’m here!,neutral,"0:05:57,628","0:05:59,752"
6389,Hey!,surprise,"00:06:00,318","00:06:01,818"
6390,"Hi. God, it seems like just yesterday you guys used to come out to watch me work.",joy,"00:06:01,986","00:06:06,323"
6391,"Dad, we-we can’t believe you’re selling the house.",sadness,"00:06:06,491","00:06:08,867"
6392,"Well, it’s time for a new family to start their memories here and hopefully their check will clear before they find the crack in the foundation and the asbestos in the ceiling.",neutral,"00:06:09,035","00:06:17,459"
6393,Let’s grab our stuff and get the hell out of here.,neutral,"00:06:19,462","00:06:22,339"
6394,I’m sorry we can’t store your childhood things anymore.,sadness,"00:06:22,757","00:06:25,342"
6395,"Oh, that’s okay, I can’t wait to see everything again! All of the memories",joy,"00:06:25,510","00:06:28,720"
6396,"Well, I don’t know what’s in the boxes down here, but I do know there are six or seven",neutral,"00:06:28,888","00:06:34,726"
6397,I used to,neutral,"00:06:35,812","00:06:37,771"
6398,"Yeah, not as much as you used to love to play uncooked batter eater.",neutral,"00:06:37,939","00:06:41,066"
6399,"Hey, it is unreasonable to expect a child to wait for a",neutral,"00:06:41,317","00:06:46,655"
6400,"Ok, got the vent open.",neutral,"00:16:18,268","00:16:20,228"
6401,"Hi, I'm Ben. I'm hospital worker Ben. It's Ben... to the rescue!",joy,"00:16:20,396","00:16:26,359"
6402,"Ben, you ready?",neutral,"00:16:31,115","00:16:32,198"
6403,"All right, gimme your foot.",neutral,"00:16:32,366","00:16:34,033"
6404,"Ok, on three, Ben.",neutral,"0:16:34,201","0:16:35,343"
6405,"One, two, three.",neutral,"0:16:35,343","0:16:38,255"
6406,"Ok, That's it, Ben.",neutral,"00:16:38,747","00:16:42,583"
6407,What do you see?,neutral,"00:16:42,793","00:16:44,460"
6408,"Well, Susan, I see what appears to be a dark vent. Wait. Yes, it is in fact a dark vent.",neutral,"00:16:44,628","00:16:53,594"
6409,"Phoebs, It's open! It's open!",surprise,"00:16:56,557","00:16:58,891"
6410,Wait! You forgot your legs!,surprise,"00:17:01,770","00:17:05,231"
6411,"You have a very impressive resume, Ms. Green. I especially like what I see here about implementing a new filing system.",joy,"00:06:24,842","00:06:32,307"
6412,Thank you.,joy,"00:06:32,475","00:06:33,975"
6413,Filing system?,neutral,"0:06:34,143","0:06:35,228"
6414,Oh-oh!,surprise,"0:06:35,228","0:06:38,065"
6415,You mean those-those little colored labels you put on all the folders?,neutral,"0:06:38,065","0:06:38,209"
6416,It certainly did brighten up the inside of the filing cabinets.,joy,"00:06:38,272","00:06:41,650"
6417,"Well, they uh, they-they do more than that.",neutral,"00:06:42,485","00:06:46,729"
6418,I notice that you’ve been trusted with a lot of rather important responsibilities.,neutral,"00:06:46,447","00:06:50,492"
6419,"Yes, Joanna really has been an incredible mentor to me.",joy,"00:06:50,660","00:06:55,163"
6420,Oh. And Rachel has been really incredible in getting my morning bagel for me. It’s amazing how she gets it right almost,joy,"00:06:55,331","00:07:01,920"
6421,"I-I-I of course, I have more responsibilities than that.",neutral,"00:07:03,423","00:07:06,383"
6422,"Oh yes, well there’s the coffee too.  Rachel can carry two things at once!",joy,"00:07:06,551","00:07:12,139"
6423,"Yes, that’s very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.",neutral,"00:07:13,182","00:07:22,941"
6424,"Yes, I realize that",neutral,"00:07:23,109","00:07:25,652"
6425,"And Rachel shouldn’t have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.",neutral,"00:07:25,820","00:07:29,531"
6426,I love working with designers!,joy,"00:07:30,658","00:07:32,409"
6427,"With them, under them, what’s the difference? Eh, Rach?",neutral,"00:07:32,577","00:07:35,704"
6428,"Chandler, you have an assistant right?",neutral,"00:07:16,686","00:07:18,770"
6429,Did she call? You-you told her I was sick right? Always tell her I am sick!,fear,"00:07:18,938","00:07:24,109"
6430,"Chandler, listen to me sweetie, I know you can do this. Okay? You have a beautiful smile.",neutral,"00:05:33,207","00:05:36,877"
6431,I do?,surprise,"00:05:37,045","00:05:39,171"
6432,"Yeah!  All right, maybe you don’t have to smile. Let’s try something else. Let’s try umm, try looking sexy.",neutral,"00:05:37,045","00:05:47,888"
6433,Okay.,neutral,"00:05:45,303","00:05:47,888"
6434,Or not.,neutral,"00:05:54,312","00:05:55,854"
6435,Where's Chandler?,neutral,"00:14:31,036","00:14:32,078"
6436,Here I am.,neutral,"0:14:33,414","0:14:34,216"
6437,Wash your hands!!!,disgust,"0:14:34,216","0:14:35,975"
6438,How did you…know?,surprise,"00:14:38,335","00:14:39,878"
6439,Hey! What's she doing back here?,surprise,"00:14:44,049","00:14:46,092"
6440,"Relax, Ross. She's not made of ice cream!",neutral,"00:14:46,302","00:14:49,220"
6441,"Hey look, Phoebe. I, uh, I laid out the states geographically...",neutral,"00:14:50,681","00:14:54,267"
6442,What happened in Atlantic City?!,surprise,"0:13:06,994","0:13:08,496"
6443,"Well, Chandler and I are in a bar",neutral,"0:13:08,496","0:13:09,970"
6444,"Did you not hear me say, ""Du-ude?!""",anger,"00:13:10,122","00:13:12,540"
6445,"And this girl is making eyes at Chandler, okay?",neutral,"00:13:13,417","00:13:16,711"
6446,"So after awhile he-he goes over to her and uh, after a minute or two, I see them kissing.",neutral,"00:13:16,921","00:13:28,681"
6447,"Now, I know what you’re thinking, Chandler’s not the type of guy who just goes to bars and makes out with girls, and you’re right, Chandler’s not the type of guy who just goes to bars and makes out with…girls.",joy,"00:13:26,680","00:13:36,773"
6448,You kissed a guy?!! Oh my God.,surprise,"00:13:34,730","00:13:40,151"
6449,"In my defense, it was dark and he was a very pretty guy.",anger,"00:13:40,361","00:13:44,572"
6450,"Oh Mon, I laughed so hard",joy,"00:13:46,492","00:13:48,159"
6451,"Ho-ho, so hard we had to throw out your underwear again?",anger,"00:13:48,327","00:13:52,539"
6452,"Whatever dude, you kissed a guy.",neutral,"00:13:54,416","00:13:56,626"
6453,"So umm, you’re gonna stay with me as long as I need you?",neutral,"00:14:01,078","00:14:03,539"
6454,Of course I am!,joy,"0:14:03,706","0:14:05,128"
6455,"Oh mom, I swear I’m not an idiot.",neutral,"0:14:05,128","0:14:06,438"
6456,"I’ve read all kinds of books on pregnancy and giving birth, but I-I just didn’t think to read the part about what to do when the baby comes.",neutral,"00:14:06,542","00:14:14,049"
6457,And-and then guess what?,neutral,"00:14:14,216","00:14:15,926"
6458,The baby’s coming and I don’t know what to do.,sadness,"00:14:14,216","00:14:19,972"
6459,"Oh, can I throw up in my diaper genie?",sadness,"00:14:16,093","00:14:19,972"
6460,"No. Sweetie, you’re gonna be fine.",neutral,"00:14:20,180","00:14:24,435"
6461,Wait-wait where are you going? Where are you going?,fear,"0:14:24,810","0:14:27,355"
6462,I’m going to the bathroom.,neutral,"0:14:27,355","0:14:27,907"
6463,Okay.,neutral,"0:14:28,063","0:14:31,375"
6464,Now don’t worry! Everything’s gonna be okay.,neutral,"0:14:31,375","0:14:31,796"
6465,It,neutral,"00:14:33,694","00:14:35,904"
6466,Hey!,joy,"00:14:43,704","00:14:45,205"
6467,Hey! Why are you all red and sweaty?,surprise,"00:14:43,704","00:14:46,957"
6468,I just Bamboozled Chandler!  Which is not uh sexual thing. That was a quick shower.,neutral,"00:14:47,207","00:14:59,887"
6469,Not if you were here.,neutral,"00:14:57,092","00:14:59,887"
6470,"Okay, the reason why I asked you guys out to brunch today is because I have been doing some thinking about who should be my maid of honor.",neutral,"00:00:02,794","00:00:08,549"
6471,Oh my God! This is it!   I really hope it’s you!,joy,"00:00:08,717","00:00:12,845"
6472,I hope it’s you.,neutral,"00:00:11,636","00:00:12,845"
6473,Me too!,joy,"00:00:13,013","00:00:14,888"
6474,"First of all um, I love you both so much and you’re both so important to me",joy,"00:00:16,433","00:00:23,063"
6475,"Okay, bla-bla-bla-bla!! Who is it?!",joy,"00:00:19,019","00:00:23,063"
6476,"Well umm, I was thinking that maybe we could come up with a system where we trade off being maid of honor for each other.",neutral,"00:00:24,149","00:00:29,111"
6477,"Like hypothetically, if Phoebe were mine",neutral,"0:00:29,279","0:00:31,281"
6478,Yes!!! Oh!!,joy,"0:00:31,281","0:00:32,672"
6479,Hypothetically!,anger,"00:00:34,409","00:00:35,743"
6480,Still.,neutral,"00:00:35,910","00:00:37,077"
6481,If Phoebe were my maid of honor,neutral,"00:00:38,538","00:00:42,416"
6483,"Rachel would be Phoebe’s, I would be Rachel’s, that way we all get to do it once and no one would get upset.",neutral,"00:00:38,538","00:00:45,252"
6484,Yeah that’s actually a pretty good idea.,neutral,"0:00:45,420","0:00:47,472"
6485,"Yeah, I’ll do that. So who gets to be yours?",neutral,"0:00:47,472","0:00:49,816"
6486,"Well that’s the best part. Umm,",neutral,"00:00:50,967","00:00:54,678"
6487,Wh-why is that the best part?,surprise,"0:00:56,931","0:00:58,600"
6488,Because then I don’t have to!,joy,"0:00:58,600","0:00:59,904"
6489,Well of,neutral,"00:01:01,311","00:01:06,356"
6490,I’m really not deciding!,joy,"0:01:16,701","0:01:17,913"
6491,Fine!,anger,"0:01:17,913","0:01:18,430"
6493,"Aww, and good luck to you too!  What a nice lady!",joy,"00:01:29,576","00:01:34,676"
6494,"If you wanna give Joey a Christmas present that disrupts the entire building, why not get him something a little bit more subtle, like a wrecking ball, or a phial of small pox to release in the hallway?",neutral,"00:08:51,322","00:08:58,578"
6495,It's not just the drum noise.,neutral,"00:08:58,788","00:09:01,706"
6496,"Every five minutes, Joey throws his sticks in the air, and I have to hear, ""Oh my eye!",anger,"00:09:01,916","00:09:07,379"
6497,"Oh god, my eye!""",anger,"00:09:03,918","00:09:07,379"
6498,"I mean, it is so annoying.",anger,"00:09:07,588","00:09:10,173"
6499,"Yes, thank you. You see, this is how normal people are supposed to react to drums.",neutral,"00:09:10,383","00:09:21,643"
6500,"Phoebe, you got Joey drums to annoy Rachel, so she wouldn't wanna live there anymore?",surprise,"00:09:15,888","00:09:23,937"
6501,Maybe on some level.,neutral,"00:09:22,103","00:09:23,937"
6502,Joey? Could you get that?  What are you doing here? I thought you were in your room?,surprise,"00:04:10,458","00:04:28,016"
6503,"No, I’m picking you up for our date. These are for you.",neutral,"00:04:28,184","00:04:31,648"
6504,"Ohh, Lilies. Joey, they’re my favorite. Thank you.",joy,"00:04:32,188","00:04:36,900"
6505,"And, a brownie!",joy,"00:04:37,068","00:04:38,860"
6506,"Well, half a brownie.",neutral,"00:04:41,197","00:04:43,615"
6507,"Actually, it’s just bag.",neutral,"00:04:43,783","00:04:45,909"
6508,It’s been a long walk from the flower shop and I was startin’ to feel faint so,neutral,"00:04:46,077","00:04:49,705"
6509,Oh man!,joy,"0:04:50,290","0:04:52,710"
6510,This is so great!,joy,"0:04:52,710","0:04:53,744"
6511,I actually feel like I’m going on a real date!,joy,"00:04:53,835","00:04:56,295"
6512,"Although, I have a hint of morning sickness, and I’m wearing underwear that goes up to about……there.",neutral,"00:04:56,462","00:05:01,758"
6513,"Hey come on now, this is a real date.",neutral,"00:05:03,303","00:05:06,513"
6514,"Uh, so…nice place you got here.",neutral,"00:05:06,681","00:05:08,807"
6515,"Foosball, huh?",surprise,"0:05:10,018","0:05:11,729"
6516,Pizza box.,neutral,"0:05:11,729","0:05:13,548"
6517,"Oh, a subscription to",surprise,"00:05:13,646","00:05:17,399"
6518,"Yeah, actually that’s my roommate’s.",neutral,"00:05:18,067","00:05:19,568"
6519,I would like to meet him. He sounds like a stand up guy.,neutral,"00:05:19,736","00:05:23,530"
6520,"Ah yes, but he’s very protective of me so you’d better watch yourself.",neutral,"00:05:23,698","00:05:27,909"
6521,"Ah… Hey, so this roommate of yours…is he good looking?",joy,"00:05:28,077","00:05:30,954"
6522,Hm-mmm,neutral,"00:05:31,122","00:05:33,248"
6523,"Oh yeah, it must be tough to keep your hands of him, huh?",neutral,"00:05:31,122","00:05:36,251"
6524,"Yeah, but I’m pretty sure he’s gay.",neutral,"00:05:36,753","00:05:38,628"
6525,"No-no-no-no, he’s not! No! Why are you trying to ruin the game? Come on!",anger,"00:05:39,547","00:05:48,930"
6526,Can you believe what a jerk Ross was being?,anger,"00:08:35,681","00:08:38,433"
6527,"Yeah, I know. He can get really competitive.",neutral,"00:08:38,601","00:08:41,019"
6528,"Ha. Ha, ha.",joy,"00:08:41,187","00:08:42,854"
6529,What?,neutral,"00:08:44,565","00:08:45,815"
6530,"Oh, hello, kettle? This is Monica. You're black.",neutral,"00:08:45,983","00:08:49,694"
6531,Please! I am not as bad as Ross.,disgust,"00:08:49,946","00:08:56,660"
6532,"Oh, I beg to differ. The",neutral,"00:08:56,827","00:09:00,288"
6533,That was,neutral,"00:09:00,998","00:09:02,499"
6534,Oooooh.  : Oh! I got an interview! I got an interview!,joy,"00:09:07,421","00:09:14,636"
6535,"Well, not playing raquetball!",surprise,"00:11:20,304","00:11:23,473"
6536,He forgot to leave his grip size!,surprise,"0:11:25,685","0:11:27,147"
